sbp,dbp,cp,sut,dt,dt10,st10_p_dt10,st10_d_dt10,dt25,st25_p_dt25,st25_d_dt25,dt33,st33_p_dt33,st33_d_dt33,dt50,st50_p_dt50,st50_d_dt50,dt66,st66_p_dt66,st66_d_dt66,dt75,st75_p_dt75,st75_d_dt75
93.1946,86.1122,0.872,0.208,0.664,0.44,0.608,2.61905,0.328,0.472,2.27778,0.28,0.416,2.05882,0.176,0.296,1.46667,0.12,0.224,1.15385,0.096,0.192,1
71.5566,71.5078,0.856,0.208,0.64,0.416,0.584,2.47619,0.312,0.464,2.05263,0.272,0.416,1.88889,0.168,0.296,1.3125,0.112,0.224,1,0.096,0.192,1
70.9216,70.6774,0.872,0.216,0.656,0.448,0.616,2.66667,0.328,0.48,2.15789,0.288,0.432,2,0.192,0.32,1.5,0.12,0.232,1.07143,0.104,0.2,1.08333
145.067,67.30718,0.872,0.216,0.664,0.432,0.6,2.571429,0.32,0.472,2.105263,0.28,0.424,1.944444,0.176,0.304,1.375,0.112,0.224,1,0.096,0.192,1
93.5365,86.796,0.88,0.208,0.664,0.424,0.592,2.52381,0.32,0.464,2.22222,0.28,0.416,2.05882,0.16,0.28,1.33333,0.112,0.216,1.07692,0.088,0.184,0.916667
81.1789,75.4153,0.872,0.216,0.648,0.432,0.608,2.45455,0.32,0.472,2.10526,0.272,0.416,1.88889,0.176,0.304,1.375,0.112,0.224,1,0.096,0.192,1
55.78,55.6823,0.904,0.192,0.72,0.416,0.56,2.88889,0.312,0.44,2.4375,0.256,0.376,2.13333,0.152,0.256,1.46154,0.12,0.208,1.36364,0.096,0.176,1.2
112.9764,52.6051,0.912,0.184,0.72,0.416,0.56,2.888889,0.312,0.44,2.4375,0.256,0.376,2.133333,0.16,0.264,1.538462,0.12,0.208,1.363636,0.104,0.176,1.444444
72.0939,68.8213,0.904,0.192,0.592,0.416,0.56,2.88889,0.312,0.44,2.4375,0.256,0.376,2.13333,0.16,0.264,1.53846,0.128,0.216,1.45455,0.104,0.176,1.44444
55.2915,55.2427,0.904,0.312,0.72,0.448,0.584,3.29412,0.328,0.448,2.73333,0.272,0.384,2.42857,0.168,0.264,1.75,0.136,0.216,1.7,0.12,0.184,1.875
112.9764,52.36088,0.72,0.184,0.536,0.424,0.568,2.944444,0.32,0.44,2.666667,0.264,0.376,2.357143,0.168,0.264,1.75,0.128,0.208,1.6,0.112,0.184,1.555556
72.2404,69.0656,0.904,0.184,0.72,0.424,0.568,2.94444,0.312,0.432,2.6,0.256,0.368,2.28571,0.152,0.248,1.58333,0.12,0.2,1.5,0.104,0.176,1.44444
117.6654,54.55886,0.912,0.296,0.6,0.416,0.552,3.058824,0.304,0.424,2.533333,0.232,0.344,2.071429,0.152,0.248,1.583333,0.12,0.2,1.5,0.104,0.176,1.444444
74.6338,70.824,0.904,0.312,0.576,0.424,0.568,2.94444,0.32,0.448,2.5,0.264,0.384,2.2,0.168,0.272,1.61538,0.128,0.216,1.45455,0.112,0.184,1.55556
58.2222,57.978,0.904,0.328,0.72,0.424,0.568,2.94444,0.312,0.432,2.6,0.248,0.36,2.21429,0.16,0.256,1.66667,0.128,0.208,1.6,0.104,0.176,1.44444
120.4496,56.12188,0.88,0.184,0.704,0.424,0.56,3.117647,0.312,0.432,2.6,0.256,0.368,2.285714,0.152,0.248,1.583333,0.12,0.2,1.5,0.104,0.176,1.444444
76.7341,74.1942,0.896,0.176,0.704,0.432,0.568,3.17647,0.32,0.432,2.85714,0.256,0.36,2.46154,0.16,0.248,1.81818,0.128,0.2,1.77778,0.112,0.176,1.75
119.0331,55.29153,0.888,0.192,0.696,0.408,0.552,2.833333,0.296,0.424,2.3125,0.232,0.352,1.933333,0.152,0.256,1.461538,0.12,0.208,1.363636,0.104,0.176,1.444444
123.9175,55.19384,0.928,0.192,0.6,0.424,0.568,2.944444,0.32,0.448,2.5,0.272,0.392,2.266667,0.16,0.264,1.538462,0.12,0.208,1.363636,0.104,0.184,1.3
78.2483,72.4847,0.952,0.328,0.592,0.44,0.576,3.23529,0.328,0.448,2.73333,0.28,0.392,2.5,0.168,0.264,1.75,0.136,0.208,1.88889,0.12,0.184,1.875
124.8455,55.34037,0.928,0.36,0.728,0.416,0.56,2.888889,0.32,0.448,2.5,0.272,0.392,2.266667,0.16,0.264,1.538462,0.12,0.208,1.363636,0.104,0.184,1.3
78.7855,73.6569,0.944,0.2,0.76,0.44,0.584,3.05556,0.328,0.456,2.5625,0.272,0.392,2.26667,0.168,0.272,1.61538,0.128,0.216,1.45455,0.112,0.184,1.55556
126.3597,55.87766,0.936,0.184,0.752,0.4,0.544,2.777778,0.304,0.424,2.533333,0.248,0.36,2.214286,0.152,0.248,1.583333,0.12,0.208,1.363636,0.104,0.176,1.444444
80.0555,74.7315,0.944,0.184,0.76,0.432,0.576,3,0.328,0.448,2.73333,0.272,0.384,2.42857,0.16,0.256,1.66667,0.128,0.208,1.6,0.112,0.184,1.55556
129.1927,57.92911,0.96,0.184,0.768,0.432,0.576,3,0.328,0.456,2.5625,0.272,0.384,2.428571,0.16,0.256,1.666667,0.128,0.208,1.6,0.112,0.184,1.555556
121.4264,56.41494,0.88,0.192,0.696,0.432,0.568,3.176471,0.328,0.448,2.733333,0.272,0.384,2.428571,0.16,0.256,1.666667,0.128,0.208,1.6,0.112,0.176,1.75
78.0529,75.0734,0.888,0.184,0.696,0.464,0.608,3.22222,0.344,0.464,2.86667,0.288,0.4,2.57143,0.168,0.272,1.61538,0.128,0.216,1.45455,0.112,0.184,1.55556
125.1386,58.17333,0.88,0.192,0.696,0.44,0.592,2.894737,0.32,0.456,2.352941,0.272,0.4,2.125,0.16,0.272,1.428571,0.12,0.216,1.25,0.104,0.192,1.181818
79.8113,76.3433,0.864,0.184,0.688,0.44,0.592,2.89474,0.328,0.456,2.5625,0.272,0.392,2.26667,0.152,0.264,1.35714,0.12,0.216,1.25,0.104,0.192,1.18182
63.1066,63.0577,0.872,0.176,0.688,0.448,0.584,3.29412,0.344,0.464,2.86667,0.288,0.4,2.57143,0.16,0.256,1.66667,0.128,0.208,1.6,0.112,0.184,1.55556
129.8276,60.469,0.872,0.184,0.68,0.456,0.6,3.166667,0.344,0.472,2.6875,0.288,0.408,2.4,0.152,0.256,1.461538,0.12,0.208,1.363636,0.104,0.184,1.3
81.3743,78.7855,0.872,0.192,0.688,0.448,0.592,3.11111,0.344,0.472,2.6875,0.288,0.408,2.4,0.176,0.288,1.57143,0.128,0.224,1.33333,0.112,0.192,1.4
127.2877,54.65655,0.824,0.336,0.624,0.52,0.688,3.095238,0.432,0.576,3,0.384,0.52,2.823529,0.304,0.424,2.533333,0.208,0.312,2,0.128,0.216,1.454545
75.1711,70.482,0.824,0.2,0.624,0.536,0.688,3.52632,0.312,0.456,2.16667,0.24,0.376,1.76471,0.128,0.248,1.06667,0.104,0.208,1,0.088,0.176,1
57.4407,57.343,0.808,0.2,0.504,0.376,0.528,2.47368,0.296,0.432,2.17647,0.256,0.384,2,0.144,0.264,1.2,0.104,0.208,1,0.088,0.176,1
126.5062,53.63083,0.832,0.304,0.632,0.408,0.568,2.55,0.296,0.432,2.176471,0.272,0.4,2.125,0.192,0.304,1.714286,0.128,0.224,1.333333,0.104,0.192,1.181818
75.0734,69.5052,0.832,0.2,0.408,0.352,0.512,2.2,0.312,0.456,2.16667,0.288,0.424,2.11765,0.232,0.352,1.93333,0.16,0.264,1.53846,0.128,0.216,1.45455
57.1964,57.0011,0.744,0.424,0.432,0.36,0.72,1,0.312,0.512,1.56,0.296,0.472,1.68182,0.256,0.4,1.77778,0.216,0.336,1.8,0.16,0.264,1.53846
127.4831,53.92389,0.848,0.312,0.656,0.48,0.664,2.608696,0.368,0.48,3.285714,0.32,0.416,3.333333,0.224,0.312,2.545455,0.16,0.232,2.222222,0.136,0.2,2.125
53.875,53.7285,0.864,0.304,0.688,0.424,0.552,3.3125,0.296,0.408,2.64286,0.224,0.328,2.15385,0.168,0.256,1.90909,0.136,0.208,1.88889,0.12,0.184,1.875
124.699,50.60249,0.84,0.176,0.648,0.4,0.536,2.941176,0.288,0.408,2.4,0.216,0.328,1.928571,0.16,0.256,1.666667,0.128,0.208,1.6,0.104,0.176,1.444444
70.824,66.2814,0.848,0.192,0.664,0.44,0.576,3.23529,0.32,0.44,2.66667,0.248,0.36,2.21429,0.16,0.256,1.66667,0.128,0.208,1.6,0.112,0.184,1.55556
54.0704,53.9727,0.848,0.184,0.664,0.448,0.592,3.11111,0.328,0.448,2.73333,0.264,0.376,2.35714,0.168,0.272,1.61538,0.128,0.216,1.45455,0.112,0.192,1.4
125.8224,50.65134,0.848,0.184,0.664,0.424,0.56,3.117647,0.304,0.424,2.533333,0.24,0.352,2.142857,0.16,0.256,1.666667,0.128,0.208,1.6,0.112,0.184,1.555556
70.9705,67.3072,0.848,0.184,0.64,0.416,0.56,2.88889,0.304,0.432,2.375,0.232,0.352,1.93333,0.152,0.256,1.46154,0.12,0.208,1.36364,0.104,0.184,1.3
55.2915,55.2427,0.808,0.208,0.632,0.408,0.568,2.55,0.288,0.432,2,0.224,0.36,1.64706,0.144,0.264,1.2,0.112,0.216,1.07692,0.096,0.184,1.09091
128.9973,52.6051,0.832,0.176,0.64,0.416,0.552,3.058824,0.296,0.416,2.466667,0.224,0.336,2,0.16,0.256,1.666667,0.128,0.208,1.6,0.112,0.184,1.555556
114.9302,50.60249,0.832,0.184,0.648,0.392,0.528,2.882353,0.216,0.336,1.8,0.176,0.288,1.571429,0.144,0.24,1.5,0.112,0.184,1.555556,0.096,0.16,1.5
65.9884,63.8392,0.816,0.184,0.64,0.408,0.544,3,0.216,0.336,1.8,0.176,0.288,1.57143,0.136,0.232,1.41667,0.112,0.192,1.4,0.096,0.168,1.33333
114.5394,50.1629,0.824,0.176,0.64,0.408,0.536,3.1875,0.216,0.328,1.928571,0.184,0.288,1.769231,0.144,0.232,1.636364,0.112,0.184,1.555556,0.096,0.16,1.5
66.1838,63.595,0.816,0.184,0.64,0.392,0.528,2.88235,0.216,0.336,1.8,0.176,0.288,1.57143,0.144,0.24,1.5,0.112,0.192,1.4,0.096,0.16,1.5
114.8813,50.30943,0.816,0.176,0.64,0.384,0.512,3,0.208,0.32,1.857143,0.176,0.28,1.692308,0.144,0.232,1.636364,0.12,0.192,1.666667,0.096,0.16,1.5
66.3791,63.9858,0.832,0.176,0.648,0.392,0.52,3.0625,0.224,0.336,2,0.192,0.296,1.84615,0.152,0.24,1.72727,0.128,0.2,1.77778,0.104,0.168,1.625
115.9071,50.65134,0.84,0.184,0.664,0.392,0.528,2.882353,0.208,0.328,1.733333,0.176,0.288,1.571429,0.136,0.232,1.416667,0.112,0.192,1.4,0.096,0.168,1.333333
106.529,63.00889,0.688,0.184,0.504,0.352,0.488,2.588235,0.216,0.352,1.588235,0.176,0.312,1.294118,0.128,0.264,0.9411765,0.104,0.216,0.9285714,0.088,0.184,0.9166667
87.0402,75.3176,0.696,0.184,0.512,0.368,0.512,2.55556,0.216,0.344,1.6875,0.176,0.296,1.46667,0.136,0.24,1.30769,0.112,0.2,1.27273,0.096,0.168,1.33333
80.9835,64.2788,0.688,0.184,0.512,0.328,0.472,2.27778,0.184,0.312,1.4375,0.152,0.272,1.26667,0.12,0.224,1.15385,0.088,0.176,1,0.072,0.144,1
74.0477,73.9988,0.696,0.176,0.52,0.36,0.496,2.64706,0.216,0.336,1.8,0.176,0.288,1.57143,0.144,0.24,1.5,0.112,0.192,1.4,0.096,0.16,1.5
138.6684,61.10397,0.704,0.176,0.528,0.344,0.48,2.529412,0.2,0.32,1.666667,0.168,0.28,1.5,0.136,0.232,1.416667,0.112,0.192,1.4,0.096,0.16,1.5
76.6364,76.5387,0.704,0.176,0.528,0.336,0.472,2.47059,0.192,0.304,1.71429,0.16,0.264,1.53846,0.128,0.216,1.45455,0.104,0.176,1.44444,0.088,0.152,1.375
142.1852,62.47161,0.712,0.176,0.544,0.344,0.48,2.529412,0.2,0.312,1.785714,0.168,0.272,1.615385,0.136,0.224,1.545455,0.112,0.184,1.555556,0.096,0.16,1.5
77.6621,77.4667,0.736,0.168,0.56,0.336,0.464,2.625,0.192,0.304,1.71429,0.168,0.272,1.61538,0.136,0.224,1.54545,0.112,0.184,1.55556,0.096,0.16,1.5
143.8459,63.59502,0.744,0.176,0.576,0.344,0.472,2.6875,0.2,0.312,1.785714,0.176,0.28,1.692308,0.136,0.232,1.416667,0.112,0.192,1.4,0.096,0.16,1.5
79.1763,78.9321,0.752,0.168,0.568,0.328,0.456,2.5625,0.2,0.304,1.92308,0.176,0.28,1.69231,0.136,0.224,1.54545,0.112,0.184,1.55556,0.096,0.16,1.5
124.7478,56.85454,0.504,0.168,0.496,0.352,0.48,2.75,0.24,0.352,2.142857,0.184,0.288,1.769231,0.136,0.224,1.545455,0.112,0.184,1.555556,0.096,0.16,1.5
122.9406,55.4869,0.36,0.168,0.184,0.152,0.28,1.1875,0.128,0.24,1.142857,0.112,0.216,1.076923,0.096,0.184,1.090909,0.08,0.152,1.111111,0.064,0.128,1
121.2311,54.65655,0.32,0.176,0.192,0.176,0.32,1.222222,0.16,0.272,1.428571,0.152,0.24,1.727273,0.128,0.184,2.285714,0.064,0.104,1.6,0.048,0.08,1.5
69.3098,68.9679,0.72,0.128,0.416,0.232,0.336,2.23077,0.168,0.256,1.90909,0.152,0.232,1.9,0.12,0.184,1.875,0.096,0.152,1.71429,0.088,0.136,1.83333
120.4496,54.07042,0.696,0.304,0.536,0.36,0.496,2.647059,0.24,0.352,2.142857,0.168,0.272,1.615385,0.128,0.216,1.454545,0.104,0.176,1.444444,0.088,0.152,1.375
69.3098,68.8213,0.496,0.16,0.328,0.272,0.392,2.26667,0.168,0.272,1.61538,0.152,0.248,1.58333,0.12,0.2,1.5,0.096,0.168,1.33333,0.08,0.136,1.42857
120.2542,53.97274,0.696,0.168,0.544,0.464,0.584,3.866667,0.304,0.408,2.923077,0.192,0.288,2,0.144,0.224,1.8,0.112,0.176,1.75,0.088,0.144,1.571429
69.1633,68.3817,0.704,0.152,0.544,0.352,0.472,2.93333,0.224,0.328,2.15385,0.176,0.272,1.83333,0.136,0.216,1.7,0.112,0.176,1.75,0.096,0.152,1.71429
120.3519,53.92389,0.696,0.16,0.544,0.352,0.472,2.933333,0.2,0.304,1.923077,0.168,0.264,1.75,0.128,0.208,1.6,0.104,0.168,1.625,0.088,0.144,1.571429
69.1144,68.8702,0.696,0.152,0.544,0.384,0.504,3.2,0.24,0.344,2.30769,0.168,0.264,1.75,0.128,0.208,1.6,0.104,0.168,1.625,0.088,0.144,1.57143
92.6084,54.3635,0.696,0.152,0.544,0.352,0.472,2.93333,0.192,0.288,2,0.16,0.248,1.81818,0.128,0.208,1.6,0.104,0.168,1.625,0.088,0.144,1.57143
127.1412,52.40972,0.68,0.152,0.536,0.376,0.488,3.357143,0.192,0.288,2,0.176,0.264,2,0.144,0.224,1.8,0.12,0.184,1.875,0.096,0.152,1.714286
68.0887,65.6953,0.696,0.144,0.552,0.368,0.472,3.53846,0.2,0.288,2.27273,0.184,0.264,2.3,0.152,0.224,2.11111,0.128,0.184,2.28571,0.112,0.16,2.33333
128.0692,53.24007,0.712,0.144,0.584,0.552,0.656,5.307692,0.392,0.48,4.454545,0.216,0.296,2.7,0.168,0.24,2.333333,0.136,0.192,2.428571,0.12,0.168,2.5
67.7956,65.7442,0.68,0.128,0.52,0.368,0.472,3.53846,0.168,0.256,1.90909,0.152,0.24,1.72727,0.136,0.208,1.88889,0.112,0.176,1.75,0.088,0.144,1.57143
128.0692,52.99585,0.68,0.16,0.536,0.368,0.488,3.066667,0.184,0.288,1.769231,0.168,0.264,1.75,0.144,0.224,1.8,0.12,0.184,1.875,0.096,0.152,1.714286
67.4049,65.2557,0.704,0.144,0.56,0.192,0.304,1.71429,0.168,0.264,1.75,0.16,0.248,1.81818,0.136,0.208,1.88889,0.112,0.168,2,0.096,0.144,2
127.8739,52.94701,0.696,0.144,0.552,0.352,0.464,3.142857,0.184,0.28,1.916667,0.168,0.256,1.909091,0.144,0.216,2,0.12,0.184,1.875,0.096,0.144,2
67.2583,64.9138,0.488,0.144,0.48,0.328,0.44,2.92857,0.184,0.28,1.91667,0.168,0.256,1.90909,0.144,0.216,2,0.112,0.176,1.75,0.096,0.152,1.71429
120.3519,53.48429,0.816,0.256,0.56,0.392,0.496,3.769231,0.2,0.288,2.272727,0.184,0.264,2.3,0.152,0.216,2.375,0.12,0.176,2.142857,0.104,0.152,2.166667
68.2841,65.1092,0.808,0.256,0.56,0.4,0.504,3.84615,0.192,0.272,2.4,0.176,0.256,2.2,0.152,0.216,2.375,0.12,0.176,2.14286,0.096,0.144,2
119.5704,52.99585,0.816,0.248,0.56,0.392,0.496,3.769231,0.2,0.28,2.5,0.184,0.264,2.3,0.152,0.216,2.375,0.12,0.176,2.142857,0.104,0.152,2.166667
68.2352,64.1323,0.808,0.256,0.552,0.384,0.488,3.69231,0.192,0.28,2.18182,0.176,0.256,2.2,0.144,0.216,2,0.112,0.168,2,0.096,0.152,1.71429
120.8892,53.72851,0.792,0.256,0.552,0.384,0.488,3.692308,0.184,0.272,2.090909,0.168,0.256,1.909091,0.144,0.216,2,0.112,0.176,1.75,0.096,0.152,1.714286
68.8702,65.8419,0.8,0.24,0.56,0.392,0.488,4.08333,0.2,0.28,2.5,0.184,0.264,2.3,0.152,0.216,2.375,0.12,0.176,2.14286,0.104,0.152,2.16667
120.6938,53.67967,0.808,0.24,0.56,0.392,0.496,3.769231,0.2,0.288,2.272727,0.184,0.264,2.3,0.152,0.216,2.375,0.12,0.176,2.142857,0.104,0.152,2.166667
70.9216,55.1938,0.808,0.248,0.624,0.528,0.624,5.5,0.192,0.272,2.4,0.184,0.256,2.55556,0.16,0.216,2.85714,0.128,0.176,2.66667,0.104,0.144,2.6
125.4317,65.84185,0.792,0.184,0.488,0.384,0.496,3.428571,0.184,0.272,2.090909,0.176,0.256,2.2,0.152,0.224,2.111111,0.128,0.184,2.285714,0.104,0.152,2.166667
70.4332,54.8031,0.792,0.304,0.552,0.4,0.512,3.57143,0.2,0.28,2.5,0.184,0.264,2.3,0.152,0.216,2.375,0.128,0.176,2.66667,0.104,0.152,2.16667
124.9921,66.13492,0.8,0.24,0.592,0.552,0.656,5.307692,0.208,0.296,2.363636,0.184,0.264,2.3,0.152,0.216,2.375,0.12,0.176,2.142857,0.104,0.152,2.166667
70.6286,55.0961,0.816,0.208,0.544,0.384,0.488,3.69231,0.192,0.272,2.4,0.176,0.256,2.2,0.152,0.216,2.375,0.12,0.176,2.14286,0.096,0.144,2
125.4805,67.35602,0.8,0.272,0.56,0.4,0.504,3.846154,0.192,0.28,2.181818,0.176,0.256,2.2,0.152,0.216,2.375,0.12,0.176,2.142857,0.096,0.144,2
71.8008,56.1219,0.816,0.24,0.568,0.408,0.512,3.92308,0.2,0.288,2.27273,0.176,0.256,2.2,0.152,0.224,2.11111,0.12,0.176,2.14286,0.104,0.152,2.16667
67.356,53.7285,0.832,0.216,0.592,0.44,0.528,5,0.2,0.272,2.77778,0.176,0.24,2.75,0.144,0.192,3,0.104,0.144,2.6,0.08,0.12,2
127.4343,62.42277,0.84,0.24,0.56,0.232,0.312,2.9,0.192,0.256,3,0.176,0.24,2.75,0.144,0.192,3,0.104,0.144,2.6,0.088,0.12,2.75
66.6722,53.4843,0.816,0.28,0.696,0.552,0.64,6.27273,0.208,0.28,2.88889,0.184,0.256,2.55556,0.144,0.2,2.57143,0.112,0.16,2.33333,0.088,0.128,2.2
53.5331,53.1912,0.824,0.12,0.704,0.24,0.328,2.72727,0.192,0.272,2.4,0.176,0.248,2.44444,0.136,0.192,2.42857,0.104,0.152,2.16667,0.088,0.128,2.2
53.2401,53.0447,0.824,0.12,0.688,0.56,0.648,6.36364,0.2,0.272,2.77778,0.184,0.248,2.875,0.144,0.2,2.57143,0.104,0.144,2.6,0.088,0.128,2.2
126.3109,61.10397,0.272,0.136,0.176,0.152,0.248,1.583333,0.128,0.2,1.777778,0.12,0.184,1.875,0.096,0.152,1.714286,0.072,0.12,1.5,0.064,0.104,1.6
66.9653,52.947,0.552,0.096,0.432,0.328,0.4,4.55556,0.28,0.336,5,0.256,0.304,5.33333,0.224,0.264,5.6,0.184,0.216,5.75,0.144,0.168,6
53.1912,53.0447,0.816,0.12,0.568,0.208,0.296,2.36364,0.176,0.248,2.44444,0.16,0.232,2.22222,0.128,0.184,2.28571,0.096,0.144,2,0.08,0.12,2
135.1028,53.33776,0.736,0.136,0.592,0.52,0.616,5.416667,0.36,0.448,4.090909,0.312,0.392,3.9,0.152,0.216,2.375,0.12,0.176,2.142857,0.096,0.144,2
72.68,61.5924,0.76,0.144,0.616,0.44,0.544,4.23077,0.352,0.44,4,0.232,0.312,2.9,0.168,0.24,2.33333,0.136,0.192,2.42857,0.112,0.16,2.33333
55.9265,55.78,0.752,0.144,0.608,0.432,0.544,3.85714,0.336,0.432,3.5,0.24,0.328,2.72727,0.16,0.232,2.22222,0.128,0.192,2,0.104,0.16,1.85714
134.6144,53.97274,0.76,0.144,0.616,0.432,0.536,4.153846,0.336,0.424,3.818182,0.288,0.368,3.6,0.168,0.24,2.333333,0.136,0.192,2.428571,0.112,0.16,2.333333
73.315,62.7158,0.76,0.144,0.608,0.424,0.536,3.78571,0.328,0.424,3.41667,0.2,0.288,2.27273,0.16,0.232,2.22222,0.128,0.192,2,0.104,0.16,1.85714
56.8057,56.6592,0.76,0.152,0.616,0.432,0.544,3.85714,0.336,0.432,3.5,0.224,0.312,2.54545,0.16,0.232,2.22222,0.128,0.192,2,0.112,0.168,2
133.8817,54.36349,0.76,0.144,0.616,0.432,0.544,3.857143,0.344,0.44,3.583333,0.288,0.376,3.272727,0.168,0.24,2.333333,0.136,0.2,2.125,0.12,0.176,2.142857
72.9242,63.2531,0.768,0.144,0.616,0.424,0.528,4.07692,0.336,0.424,3.81818,0.208,0.296,2.36364,0.16,0.232,2.22222,0.128,0.192,2,0.112,0.168,2
133.7352,54.11927,0.768,0.152,0.6,0.424,0.536,3.785714,0.328,0.424,3.416667,0.208,0.296,2.363636,0.16,0.232,2.222222,0.128,0.192,2,0.112,0.168,2
77.3691,56.6592,0.752,0.152,0.592,0.416,0.528,3.71429,0.336,0.432,3.5,0.28,0.376,2.91667,0.176,0.256,2.2,0.144,0.208,2.25,0.128,0.184,2.28571
144.2366,67.25833,0.736,0.16,0.592,0.416,0.536,3.466667,0.328,0.432,3.153846,0.288,0.384,3,0.168,0.256,1.909091,0.136,0.208,1.888889,0.12,0.184,1.875
77.4179,59.0037,0.768,0.144,0.608,0.448,0.56,4,0.36,0.456,3.75,0.32,0.408,3.63636,0.176,0.248,2.44444,0.144,0.208,2.25,0.128,0.184,2.28571
59.1014,56.3661,0.76,0.16,0.6,0.424,0.544,3.53333,0.336,0.44,3.23077,0.288,0.384,3,0.168,0.256,1.90909,0.136,0.208,1.88889,0.112,0.176,1.75
144.4809,67.50255,0.552,0.16,0.4,0.4,0.52,3.333333,0.32,0.424,3.076923,0.216,0.312,2.25,0.168,0.248,2.1,0.136,0.208,1.888889,0.12,0.184,1.875
78.0529,59.8829,0.744,0.152,0.6,0.432,0.544,3.85714,0.352,0.448,3.66667,0.2,0.296,2.08333,0.168,0.248,2.1,0.136,0.2,2.125,0.12,0.176,2.14286
59.9317,57.1964,0.76,0.144,0.608,0.432,0.536,4.15385,0.352,0.448,3.66667,0.304,0.392,3.45455,0.176,0.248,2.44444,0.144,0.208,2.25,0.128,0.184,2.28571
145.995,68.91903,0.752,0.152,0.6,0.432,0.544,3.857143,0.344,0.44,3.583333,0.288,0.384,3,0.176,0.256,2.2,0.144,0.208,2.25,0.128,0.184,2.285714
78.4925,59.8829,0.752,0.152,0.6,0.424,0.536,3.78571,0.344,0.44,3.58333,0.288,0.376,3.27273,0.176,0.256,2.2,0.144,0.208,2.25,0.12,0.176,2.14286
145.4089,56.65916,0.736,0.136,0.592,0.408,0.512,3.923077,0.328,0.416,3.727273,0.216,0.296,2.7,0.168,0.232,2.625,0.144,0.2,2.571429,0.128,0.176,2.666667
77.6621,67.8445,0.728,0.144,0.584,0.416,0.528,3.71429,0.328,0.424,3.41667,0.224,0.312,2.54545,0.16,0.232,2.22222,0.136,0.2,2.125,0.112,0.168,2
146.6788,57.09876,0.728,0.144,0.584,0.44,0.552,3.928571,0.344,0.44,3.583333,0.288,0.384,3,0.168,0.248,2.1,0.144,0.208,2.25,0.12,0.176,2.142857
79.1763,68.7237,0.728,0.144,0.584,0.416,0.528,3.71429,0.328,0.424,3.41667,0.208,0.296,2.36364,0.168,0.24,2.33333,0.136,0.192,2.42857,0.12,0.176,2.14286
147.265,57.68489,0.72,0.144,0.584,0.408,0.512,3.923077,0.32,0.408,3.636364,0.2,0.288,2.272727,0.16,0.232,2.222222,0.136,0.2,2.125,0.112,0.168,2
78.8832,68.4306,0.72,0.136,0.592,0.432,0.528,4.5,0.336,0.424,3.81818,0.224,0.304,2.8,0.168,0.24,2.33333,0.136,0.192,2.42857,0.12,0.168,2.5
146.4835,57.29413,0.728,0.128,0.592,0.408,0.504,4.25,0.336,0.424,3.818182,0.288,0.368,3.6,0.176,0.248,2.444444,0.144,0.2,2.571429,0.12,0.168,2.5
78.2971,68.3817,0.728,0.136,0.592,0.424,0.528,4.07692,0.344,0.432,3.90909,0.232,0.312,2.9,0.176,0.24,2.75,0.144,0.2,2.57143,0.128,0.176,2.66667
146.0439,57.19645,0.736,0.136,0.6,0.432,0.528,4.5,0.368,0.456,4.181818,0.32,0.4,4,0.176,0.24,2.75,0.144,0.2,2.571429,0.128,0.176,2.666667
132.8071,52.75163,0.736,0.136,0.6,0.456,0.56,4.384615,0.352,0.44,4,0.224,0.304,2.8,0.16,0.232,2.222222,0.128,0.184,2.285714,0.112,0.16,2.333333
71.5078,62.4716,0.72,0.136,0.584,0.424,0.528,4.07692,0.336,0.424,3.81818,0.2,0.288,2.27273,0.16,0.232,2.22222,0.128,0.192,2,0.104,0.16,1.85714
133.6375,52.99585,0.728,0.136,0.592,0.416,0.512,4.333333,0.32,0.4,4,0.208,0.28,2.888889,0.168,0.232,2.625,0.136,0.184,2.833333,0.112,0.152,2.8
72.1916,61.4947,0.72,0.136,0.592,0.392,0.496,3.76923,0.2,0.288,2.27273,0.176,0.256,2.2,0.144,0.216,2,0.12,0.176,2.14286,0.096,0.144,2
134.2236,53.24007,0.728,0.128,0.592,0.416,0.512,4.333333,0.328,0.416,3.727273,0.216,0.296,2.7,0.168,0.232,2.625,0.136,0.192,2.428571,0.112,0.16,2.333333
71.6055,62.6181,0.72,0.136,0.584,0.4,0.504,3.84615,0.288,0.376,3.27273,0.192,0.272,2.4,0.16,0.232,2.22222,0.128,0.184,2.28571,0.104,0.152,2.16667
134.6144,53.0447,0.728,0.136,0.592,0.392,0.488,4.083333,0.2,0.28,2.5,0.184,0.256,2.555556,0.152,0.216,2.375,0.12,0.168,2.5,0.104,0.144,2.6
72.9242,62.5693,0.728,0.136,0.592,0.432,0.528,4.5,0.32,0.4,4,0.192,0.272,2.4,0.152,0.216,2.375,0.128,0.184,2.28571,0.104,0.152,2.16667
146.3858,58.22217,0.712,0.144,0.568,0.416,0.528,3.714286,0.32,0.416,3.333333,0.208,0.296,2.363636,0.16,0.24,2,0.128,0.192,2,0.112,0.168,2
78.3459,69.2609,0.704,0.144,0.568,0.408,0.52,3.64286,0.328,0.424,3.41667,0.208,0.296,2.36364,0.16,0.232,2.22222,0.128,0.192,2,0.112,0.168,2
145.7997,58.12448,0.728,0.136,0.584,0.424,0.528,4.076923,0.328,0.408,4.1,0.208,0.288,2.6,0.168,0.232,2.625,0.136,0.184,2.833333,0.12,0.168,2.5
